,Temperatura_archa [°C],O2 [%],Humedad [%],Numero_envases [uds],Tiempo_carga [min]
7897,569,21,34,100,27
7898,556,18,47,100,26
7899,641,23,41,100,24
7900,563,23,40,100,26
7901,561,18,35,100,26
7902,639,18,34,100,26
7903,567,20,44,100,26
7904,649,23,30,100,29
7905,583,23,42,100,28
7906,560,20,46,100,21
7907,611,21,41,100,27
7908,570,21,30,100,28
7909,631,21,40,100,27
7910,644,20,39,100,28
7911,607,21,42,100,26
7912,578,20,39,100,28
7913,635,23,43,100,25
7914,570,22,35,100,29
7915,592,21,40,100,26
7916,589,21,43,100,22
7917,601,18,32,100,28
7918,571,19,32,100,25
7919,634,20,41,100,20
7920,647,22,37,100,28
7921,648,19,34,100,27
7922,621,18,32,100,25
7923,626,20,31,100,28
7924,573,23,33,100,24
7925,597,23,48,100,22
7926,601,22,39,100,25
7927,571,22,30,100,21
7928,556,21,41,100,29
7929,646,19,38,100,22
7930,600,23,30,100,22
7931,644,20,45,100,23
7932,611,18,36,100,24
7933,569,23,32,100,20
7934,634,21,39,100,20
7935,624,18,35,100,21
7936,619,20,47,100,21
7937,591,18,36,100,24
7938,599,22,46,100,22
7939,581,21,37,100,27
7940,638,22,44,100,20
7941,597,22,30,100,29
7942,577,23,49,100,29
7943,574,18,33,100,23
7944,568,22,34,100,22
7945,606,18,46,100,29
7946,649,23,45,100,28
7947,564,20,41,100,21
7948,587,21,49,100,21
7949,642,22,38,100,24
7950,603,21,34,100,21
7951,575,20,31,100,24
7952,638,18,34,100,22
7953,580,19,41,100,28
7954,587,20,33,100,24
7955,592,23,42,100,20
7956,558,20,42,100,26
7957,600,19,46,100,20
7958,598,23,41,100,29
7959,649,23,38,100,25
7960,623,20,40,100,29
7961,620,23,31,100,28
7962,568,21,39,100,22
7963,583,20,47,100,22
7964,584,23,31,100,29
7965,632,19,34,100,28
7966,626,20,39,100,21
7967,610,23,34,100,24
7968,588,19,32,100,20
7969,625,19,40,100,21
7970,583,23,44,100,25
7971,590,19,49,100,27
7972,560,18,45,100,20
7973,618,20,45,100,20
7974,566,19,30,100,24
7975,553,22,41,100,21
7976,620,19,48,100,24
7977,576,20,40,100,27
7978,632,20,46,100,20
7979,647,23,36,100,24
7980,628,19,40,100,21
7981,587,19,47,100,21
7982,636,21,36,100,25
7983,645,19,31,100,25
7984,598,23,34,100,26
7985,557,22,32,100,21
7986,581,22,38,100,20
7987,644,19,41,100,22
7988,573,18,40,100,26
7989,597,23,49,100,27
7990,638,23,37,100,22
7991,619,19,43,100,28
7992,570,20,48,100,20
7993,557,19,47,100,27
7994,566,19,32,100,24
7995,616,21,48,100,23
7996,561,21,41,100,27
7997,589,19,49,100,24
7998,605,21,32,100,25
7999,614,23,49,100,21
8000,581,18,34,100,20
8001,631,18,45,100,21
8002,621,21,42,100,29
8003,582,18,45,100,26
8004,635,23,33,100,28
8005,619,23,42,100,26
8006,629,23,37,100,29
8007,638,23,44,100,25
8008,576,19,43,100,22
8009,555,20,46,100,24
8010,588,19,46,100,20
8011,642,23,35,100,21
8012,596,23,33,100,24
8013,633,20,44,100,26
8014,588,23,41,100,23
8015,559,21,35,100,27
8016,644,21,45,100,20
8017,578,21,31,100,22
8018,562,19,37,100,21
8019,602,23,48,100,23
8020,558,21,40,100,29
8021,554,20,48,100,26
8022,578,20,35,100,21
8023,604,23,41,100,26
8024,635,22,35,100,22
8025,588,19,30,100,22
8026,620,18,44,100,27
8027,570,23,40,100,23
8028,644,22,39,100,29
8029,648,18,42,100,20
8030,559,18,30,100,28
8031,565,18,41,100,27
8032,563,23,33,100,29
8033,597,22,31,100,27
8034,558,23,38,100,23
8035,593,20,48,100,23
8036,629,23,32,100,25
8037,589,21,47,100,26
8038,608,23,49,100,20
8039,624,22,42,100,28
8040,611,23,37,100,26
8041,604,23,45,100,25
8042,579,23,34,100,24
8043,581,20,36,100,20
8044,643,23,30,100,22
8045,617,19,45,100,25
8046,605,18,45,100,27
8047,648,22,40,100,26
8048,565,19,30,100,22
8049,566,18,46,100,29
8050,584,20,41,100,29
8051,612,18,47,100,28
8052,565,20,31,100,28
8053,606,19,43,100,24
8054,583,20,46,100,24
8055,585,22,35,100,21
8056,597,21,42,100,28
8057,589,22,41,100,23
8058,577,22,47,100,28
8059,615,21,43,100,25
8060,636,21,44,100,21
8061,641,19,30,100,26
8062,633,23,49,100,26
8063,583,22,49,100,22
8064,570,21,31,100,28
8065,629,20,36,100,20
8066,607,22,46,100,26
8067,627,18,33,100,24
8068,591,19,49,100,28
8069,584,18,49,100,29
8070,614,19,30,100,25
8071,579,19,36,100,22
8072,643,18,36,100,21
8073,643,20,31,100,27
8074,636,22,39,100,29
8075,641,23,43,100,25
8076,577,21,39,100,27
8077,630,20,45,100,23
8078,571,22,31,100,28
8079,601,21,38,100,27
8080,568,23,31,100,27
8081,596,22,40,100,29
8082,621,20,41,100,21
8083,613,20,47,100,21
8084,592,21,42,100,25
8085,633,19,46,100,23
8086,575,18,49,100,22
8087,592,21,47,100,24
8088,643,21,34,100,21
8089,597,19,39,100,23
8090,613,19,47,100,28
8091,556,21,44,100,22
8092,606,18,31,100,29
8093,575,22,45,100,27
8094,612,19,49,100,23
8095,589,18,33,100,20
8096,550,22,47,100,25
8097,558,22,43,100,29
8098,567,23,30,100,26
8099,595,22,35,100,24
8100,608,23,44,100,28
8101,615,21,34,100,21
8102,571,18,47,100,28
8103,640,19,49,100,25
8104,594,18,49,100,28
8105,563,19,36,100,21
8106,642,22,42,100,29
8107,561,18,37,100,23
8108,626,18,48,100,23
8109,573,21,36,100,22
8110,558,23,41,100,22
8111,559,21,30,100,25
8112,596,23,42,100,25
8113,596,23,34,100,21
8114,600,21,40,100,21
8115,551,23,38,100,27
8116,638,20,41,100,24
8117,625,22,38,100,23
8118,628,20,48,100,25
8119,597,19,42,100,20
8120,641,18,48,100,27
8121,618,19,40,100,29
8122,641,22,42,100,22
8123,621,19,37,100,24
8124,552,18,30,100,25
8125,639,20,37,100,23
8126,615,20,48,100,29
8127,566,20,43,100,26
8128,630,20,39,100,24
8129,596,22,34,100,27
8130,606,21,36,100,24
8131,629,22,42,100,25
8132,614,23,47,100,26
8133,592,19,42,100,24
8134,627,18,41,100,21
8135,635,18,43,100,24
8136,641,22,34,100,22
8137,647,22,36,100,21
8138,644,20,47,100,20
8139,644,18,35,100,26
8140,576,18,39,100,26
8141,610,18,46,100,26
8142,617,19,38,100,22
8143,624,18,36,100,22
8144,592,19,32,100,25
8145,620,20,45,100,20
8146,573,18,39,100,25
8147,620,23,48,100,23
8148,607,22,45,100,28
8149,569,19,32,100,23
8150,639,21,46,100,23
8151,576,18,41,100,28
8152,575,23,32,100,26
8153,569,22,38,100,22
8154,631,20,44,100,25
8155,643,22,37,100,25
8156,555,20,38,100,23
8157,590,23,44,100,24
8158,630,23,41,100,22
8159,621,23,37,100,23
8160,587,18,30,100,27
8161,556,23,41,100,28
8162,631,23,43,100,25
8163,642,20,37,100,28
8164,568,20,46,100,20
8165,648,21,41,100,23
8166,621,22,38,100,28
8167,582,22,44,100,29
8168,638,18,32,100,29
8169,636,21,34,100,21
8170,551,21,30,100,26
8171,598,23,45,100,24
8172,630,18,45,100,29
8173,588,22,35,100,28
8174,587,18,43,100,28
8175,627,21,31,100,25
8176,646,18,35,100,28
8177,641,19,35,100,23
8178,577,20,43,100,24
8179,642,21,36,100,24
8180,608,19,40,100,28
8181,635,22,35,100,22
8182,611,20,30,100,23
8183,599,20,45,100,24
8184,642,22,42,100,24
8185,624,22,42,100,25
8186,626,23,44,100,29
8187,586,21,43,100,20
8188,575,18,34,100,29
8189,649,18,48,100,26
8190,568,23,36,100,28
8191,591,19,43,100,21
8192,611,19,42,100,25
8193,565,23,44,100,27
8194,553,21,38,100,25
8195,614,20,42,100,26
8196,641,22,37,100,25
8197,601,21,34,100,27
8198,576,23,38,100,24
8199,554,20,33,100,20
8200,648,21,30,100,26
8201,641,18,30,100,21
8202,573,19,35,100,21
8203,604,21,40,100,25
8204,590,20,46,100,26
8205,640,20,42,100,24
8206,646,22,37,100,29
8207,566,22,47,100,22
8208,582,22,36,100,21
8209,570,20,41,100,25
8210,610,19,33,100,25
8211,613,20,42,100,26
8212,624,20,49,100,21
8213,595,20,45,100,23
8214,567,21,35,100,22
8215,628,19,35,100,26
8216,596,18,41,100,21
8217,611,22,47,100,27
8218,557,23,44,100,26
8219,590,19,45,100,27
8220,649,18,41,100,23
8221,587,20,48,100,22
8222,618,22,39,100,25
8223,592,19,32,100,28
8224,623,21,46,100,28
8225,637,23,39,100,20
8226,600,23,32,100,22
8227,615,19,36,100,23
8228,618,19,49,100,24
8229,603,20,38,100,20
8230,634,21,34,100,20
8231,640,21,41,100,20
8232,591,23,39,100,25
8233,609,20,47,100,24
8234,598,18,48,100,29
8235,592,22,32,100,27
8236,562,21,43,100,24
8237,562,22,45,100,22
8238,602,22,37,100,24
8239,559,19,33,100,29
8240,594,23,47,100,20
8241,632,21,44,100,20
8242,584,21,34,100,20
8243,582,19,44,100,29
8244,604,19,38,100,24
8245,588,19,35,100,25
8246,640,21,45,100,25
8247,646,18,33,100,29
8248,616,22,37,100,23
8249,646,22,30,100,24
8250,552,20,33,100,27
8251,616,20,46,100,26
8252,570,23,30,100,23
8253,628,23,37,100,21
8254,624,23,31,100,20
8255,629,23,46,100,26
8256,636,18,30,100,28
8257,588,21,40,100,21
8258,576,23,34,100,26
8259,558,23,39,100,29
8260,649,23,47,100,28
8261,599,19,38,100,24
8262,635,20,33,100,22
8263,563,23,38,100,25
8264,550,21,48,100,20
8265,624,23,36,100,20
8266,577,18,34,100,24
8267,573,20,39,100,23
8268,642,20,42,100,24
8269,617,19,48,100,21
8270,606,19,36,100,24
8271,566,21,37,100,20
8272,648,20,33,100,26
8273,614,23,49,100,20
8274,566,18,49,100,21
8275,608,23,32,100,23
8276,637,22,39,100,20
8277,566,20,40,100,24
8278,604,20,45,100,28
8279,633,21,47,100,20
8280,596,19,36,100,27
8281,628,21,48,100,29
8282,565,21,40,100,25
8283,596,18,49,100,23
8284,569,18,41,100,23
8285,591,20,38,100,25
8286,561,23,39,100,28
8287,615,19,38,100,23
8288,585,23,44,100,21
8289,643,21,33,100,20
8290,581,21,32,100,28
8291,638,22,33,100,21
8292,572,19,46,100,28
8293,620,23,49,100,23
8294,551,18,42,100,22
8295,640,19,42,100,22
8296,637,23,37,100,26
8297,647,23,42,100,25
8298,576,19,44,100,27
8299,553,20,31,100,26
8300,596,22,47,100,22
8301,602,23,47,100,27
8302,631,20,33,100,22
8303,627,21,49,100,24
8304,582,21,33,100,28
8305,581,20,41,100,25
8306,575,18,45,100,20
8307,640,19,32,100,29
8308,554,22,46,100,23
8309,593,19,39,100,28
8310,558,21,32,100,27
8311,562,20,43,100,29
8312,592,20,40,100,25
8313,580,19,47,100,23
8314,619,20,49,100,26
8315,613,23,33,100,21
8316,612,20,48,100,28
8317,583,18,30,100,24
8318,590,20,30,100,24
8319,627,20,40,100,20
8320,584,19,38,100,21
8321,633,19,49,100,23
8322,557,20,38,100,26
8323,613,19,40,100,21
8324,642,21,47,100,28
8325,555,21,38,100,26
8326,625,23,39,100,26
8327,618,19,34,100,28
8328,594,21,48,100,20
8329,584,23,36,100,28
8330,568,21,46,100,24
8331,631,19,35,100,24
8332,559,19,47,100,23
8333,564,22,46,100,25
8334,595,18,39,100,21
8335,576,21,41,100,22
8336,553,19,35,100,24
8337,584,19,34,100,25
8338,634,20,30,100,20
8339,559,20,42,100,28
8340,628,22,30,100,22
8341,572,23,42,100,29
8342,607,21,32,100,23
8343,585,20,49,100,22
8344,620,21,38,100,21
8345,641,19,42,100,28
8346,591,18,43,100,28
8347,636,23,35,100,27
8348,591,20,48,100,26
8349,576,22,37,100,20
8350,621,22,43,100,23
8351,649,18,46,100,28
8352,556,23,49,100,21
8353,616,20,42,100,28
8354,637,21,39,100,27
8355,621,23,40,100,28
8356,585,20,44,100,24
8357,559,23,46,100,24
8358,575,18,42,100,27
8359,598,22,47,100,24
8360,609,21,36,100,24
8361,624,20,42,100,21
8362,611,18,33,100,21
8363,621,19,45,100,29
8364,611,23,44,100,22
8365,586,19,32,100,26
8366,562,22,32,100,27
8367,630,23,33,100,29
8368,616,21,41,100,22
8369,581,23,31,100,21
8370,570,23,34,100,21
8371,582,23,49,100,26
8372,565,22,31,100,21
8373,622,19,33,100,28
8374,557,21,48,100,27
8375,631,18,41,100,20
8376,606,20,35,100,28
8377,577,20,33,100,29
8378,605,22,32,100,21
8379,615,19,49,100,26
8380,555,18,32,100,28
8381,631,20,42,100,28
8382,598,20,31,100,26
8383,552,21,47,100,22
8384,564,18,46,100,25
8385,607,21,33,100,26
8386,585,19,42,100,27
8387,595,23,33,100,25
8388,624,19,48,100,29
8389,556,22,36,100,22
8390,595,18,35,100,27
8391,555,23,40,100,26
8392,572,18,49,100,24
8393,644,22,45,100,23
8394,641,21,41,100,24
8395,605,21,44,100,25
8396,619,19,39,100,23
8397,603,23,37,100,26
8398,588,18,35,100,22
8399,592,23,44,100,25
8400,601,23,45,100,23
8401,635,23,31,100,27
8402,604,22,41,100,20
8403,562,22,46,100,23
8404,550,20,31,100,23
8405,550,23,35,100,20
8406,582,20,48,100,28
8407,578,20,30,100,27
8408,612,23,40,100,23
8409,633,19,35,100,27
8410,590,21,30,100,28
8411,609,18,48,100,25
8412,608,18,49,100,20
8413,575,23,40,100,20
8414,625,19,43,100,20
8415,580,18,43,100,23
8416,558,19,47,100,22
8417,622,19,44,100,26
8418,647,22,37,100,25
8419,608,22,33,100,29
8420,569,21,44,100,22
8421,599,18,36,100,21
8422,555,18,36,100,27
8423,636,19,38,100,22
8424,629,19,35,100,27
8425,567,23,33,100,28
8426,632,22,39,100,24
8427,592,22,48,100,21
8428,605,19,43,100,27
8429,627,18,38,100,21
8430,620,23,38,100,26
8431,594,22,40,100,24
8432,644,22,37,100,27
8433,624,22,33,100,24
8434,585,21,45,100,27
8435,642,20,40,100,22
8436,560,22,34,100,21
8437,621,23,45,100,23
8438,590,18,31,100,25
8439,646,18,36,100,27
8440,593,23,49,100,26
8441,568,21,40,100,26
8442,647,21,45,100,22
8443,611,23,36,100,28
8444,583,22,39,100,24
8445,583,18,33,100,24
8446,570,22,35,100,22
8447,574,20,49,100,27
8448,601,20,33,100,27
8449,621,21,42,100,23
8450,627,21,36,100,27
8451,556,19,40,100,29
8452,576,22,42,100,22
8453,590,18,47,100,20
8454,583,21,39,100,28
8455,609,22,49,100,28
8456,644,21,40,100,21
8457,598,21,37,100,21
8458,593,19,42,100,29
8459,616,22,47,100,21
8460,631,22,32,100,22
8461,551,20,34,100,28
8462,584,18,33,100,24
8463,622,19,43,100,22
8464,559,19,45,100,28
8465,594,22,36,100,24
8466,604,18,43,100,26
8467,576,20,47,100,21
8468,573,18,42,100,25
8469,643,21,30,100,24
8470,607,19,47,100,28
8471,623,18,32,100,22
8472,625,21,37,100,26
8473,631,19,34,100,27
8474,641,22,42,100,25
8475,551,19,44,100,22
8476,627,21,39,100,24
8477,624,22,43,100,25
8478,565,23,44,100,22
8479,558,20,45,100,20
8480,595,22,42,100,20
8481,647,19,46,100,21
8482,552,21,43,100,24
8483,627,23,30,100,23
8484,642,22,32,100,22
8485,598,19,41,100,28
8486,563,20,45,100,21
8487,588,21,36,100,26
8488,555,22,30,100,23
8489,563,18,39,100,24
8490,582,18,39,100,24
8491,638,23,31,100,24
8492,595,18,33,100,28
8493,604,19,30,100,27
8494,589,20,35,100,24
8495,602,20,47,100,20
8496,611,19,35,100,21
8497,601,23,41,100,24
8498,620,23,36,100,28
8499,557,18,46,100,26
8500,617,21,45,100,28
8501,551,20,44,100,21
8502,636,21,44,100,20
8503,639,19,30,100,29
8504,632,22,36,100,27
8505,566,22,33,100,22
8506,553,20,38,100,22
8507,624,20,34,100,25
8508,554,23,38,100,21
8509,598,18,35,100,22
8510,637,18,37,100,24
8511,588,23,44,100,21
8512,586,23,44,100,21
8513,633,22,49,100,24
8514,636,18,39,100,28
8515,553,19,43,100,28
8516,629,20,30,100,24
8517,636,22,30,100,23
8518,579,21,35,100,28
8519,610,21,35,100,29
8520,574,20,46,100,28
8521,608,20,44,100,24
8522,559,21,30,100,24
8523,596,22,45,100,22
8524,550,23,44,100,20
8525,594,23,39,100,20
8526,635,20,45,100,21
8527,625,20,35,100,29
8528,597,19,44,100,29
8529,641,20,36,100,26
8530,619,18,44,100,29
8531,578,20,45,100,24
8532,613,18,42,100,21
8533,608,19,34,100,23
8534,597,18,38,100,22
8535,605,19,30,100,22
8536,595,19,33,100,28
8537,552,19,35,100,27
8538,603,23,34,100,29
8539,634,20,46,100,25
8540,561,21,44,100,20
8541,594,22,31,100,29
8542,584,21,39,100,25
8543,586,18,33,100,21
8544,581,18,47,100,23
8545,633,22,41,100,26
8546,631,19,33,100,25
8547,577,23,45,100,20
8548,556,20,39,100,29
8549,555,22,36,100,20
8550,563,23,34,100,20
8551,612,18,34,100,22
8552,629,18,44,100,20
8553,634,22,37,100,23
8554,614,23,35,100,21
8555,620,20,34,100,28
8556,564,20,35,100,28
8557,640,21,34,100,29
8558,555,23,41,100,20
8559,554,23,39,100,23
8560,608,21,46,100,25
8561,568,20,48,100,24
8562,551,22,49,100,27
8563,573,23,48,100,27
8564,566,20,39,100,21
8565,587,19,34,100,27
8566,636,22,34,100,24
8567,619,21,31,100,28
8568,605,20,49,100,23
8569,589,21,49,100,24
8570,632,21,42,100,22
8571,611,18,46,100,23
8572,556,23,36,100,22
8573,642,18,43,100,23
8574,606,23,46,100,20
8575,632,21,38,100,23
8576,589,23,46,100,25
8577,601,21,35,100,28
8578,622,19,46,100,24
8579,588,20,36,100,23
8580,644,22,46,100,25
8581,605,18,36,100,25
8582,570,21,30,100,29
8583,563,23,36,100,21
8584,607,21,34,100,24
8585,612,21,38,100,21
8586,640,21,35,100,29
8587,553,22,30,100,23
8588,568,19,35,100,25
8589,607,23,39,100,29
8590,567,18,42,100,21
8591,636,18,32,100,21
8592,571,21,47,100,22
8593,589,21,38,100,28
8594,594,18,36,100,29
8595,645,22,37,100,26
8596,581,23,34,100,22
8597,615,21,34,100,22
8598,608,21,46,100,27
8599,599,19,45,100,25
8600,602,18,41,100,22
8601,617,19,39,100,27
8602,589,19,35,100,27
8603,597,18,39,100,22
8604,552,21,41,100,23
8605,616,18,48,100,22
8606,638,20,43,100,24
8607,577,23,32,100,21
8608,608,23,45,100,29
8609,640,20,37,100,25
8610,556,18,45,100,28
8611,642,21,48,100,28
8612,639,21,43,100,25
8613,550,18,34,100,29
8614,553,23,30,100,21
8615,611,20,35,100,20
8616,565,22,30,100,28
8617,603,18,36,100,26
8618,576,19,40,100,23
8619,643,21,38,100,29
8620,602,23,39,100,21
8621,622,22,31,100,25
8622,574,19,49,100,25
8623,615,18,47,100,23
8624,603,22,40,100,25
8625,636,21,30,100,24
8626,617,20,32,100,20
8627,609,22,47,100,25
8628,620,23,40,100,27
8629,586,23,41,100,24
8630,598,21,32,100,26
8631,626,21,40,100,23
8632,622,21,35,100,22
8633,587,18,49,100,22
8634,624,20,49,100,20
8635,626,20,37,100,27
8636,601,21,46,100,20
8637,601,18,32,100,23
8638,641,21,31,100,26
8639,593,23,35,100,21
8640,552,20,49,100,25
8641,603,20,41,100,22
8642,577,22,43,100,23
8643,586,23,33,100,28
8644,605,18,44,100,27
8645,560,18,47,100,20
8646,586,20,43,100,26
8647,631,18,30,100,21
8648,593,23,38,100,23
8649,635,23,39,100,24
8650,632,21,39,100,26
8651,582,18,45,100,20
8652,629,23,41,100,28
8653,628,22,33,100,24
8654,596,21,40,100,22
8655,635,20,48,100,23
8656,619,19,37,100,29
8657,592,22,32,100,29
8658,648,18,48,100,24
8659,639,21,44,100,23
8660,579,18,47,100,26
8661,557,21,49,100,29
8662,572,18,40,100,22
8663,593,20,43,100,29
8664,611,21,46,100,22
8665,603,22,32,100,21
8666,568,23,31,100,29
8667,624,21,33,100,25
8668,567,19,40,100,24
8669,582,21,39,100,21
8670,573,18,42,100,21
8671,618,19,46,100,23
8672,606,18,33,100,25
8673,568,23,36,100,29
8674,599,21,48,100,28
8675,648,21,42,100,21
8676,620,18,49,100,21
8677,559,23,36,100,23
8678,561,20,34,100,28
8679,564,21,36,100,21
8680,557,22,45,100,27
8681,591,19,33,100,25
8682,638,23,32,100,23
8683,558,23,31,100,25
8684,557,21,43,100,20
8685,567,21,43,100,27
8686,572,19,39,100,21
8687,599,18,37,100,20
8688,572,21,42,100,29
8689,613,18,42,100,23
8690,596,18,33,100,27
8691,637,22,48,100,24
8692,629,22,46,100,21
8693,582,23,30,100,27
8694,567,19,37,100,29
8695,579,22,48,100,21
8696,581,18,42,100,22
8697,560,20,49,100,26
8698,615,20,35,100,28
8699,551,21,48,100,23
8700,576,19,41,100,27
8701,641,19,36,100,29
8702,560,21,33,100,26
8703,638,20,40,100,20
8704,635,23,32,100,29
8705,607,19,30,100,28
8706,569,20,37,100,27
8707,561,23,45,100,28
8708,617,20,42,100,20
8709,617,18,35,100,25
8710,623,19,39,100,24
8711,552,21,38,100,26
8712,642,18,41,100,26
8713,614,18,49,100,27
8714,606,19,44,100,28
8715,615,20,40,100,24
8716,579,18,47,100,22
8717,633,22,47,100,21
8718,564,22,31,100,23
8719,613,22,47,100,28
8720,556,18,48,100,23
8721,575,23,41,100,22
8722,636,19,35,100,24
8723,594,19,43,100,20
8724,568,23,32,100,24
8725,577,23,40,100,26
8726,595,22,42,100,29
8727,625,19,32,100,20
8728,570,20,47,100,25
8729,551,23,47,100,29
8730,587,20,34,100,26
8731,577,19,45,100,26
8732,648,19,32,100,22
8733,557,23,41,100,24
8734,622,20,47,100,25
8735,579,21,39,100,28
8736,564,21,45,100,24
8737,599,22,39,100,27
8738,597,21,41,100,23
8739,596,19,32,100,25
8740,591,19,33,100,23
8741,610,23,39,100,28
8742,632,23,31,100,28
8743,636,20,48,100,28
8744,635,20,33,100,21
8745,617,18,39,100,28
8746,591,21,46,100,25
8747,586,22,32,100,27
8748,583,19,40,100,28
8749,560,21,38,100,21
8750,616,21,30,100,26
8751,566,19,46,100,26
8752,625,21,45,100,28
8753,588,22,34,100,27
8754,602,18,32,100,29
8755,582,22,30,100,29
8756,593,21,49,100,21
8757,557,21,31,100,20
8758,595,23,41,100,27
8759,574,22,46,100,21
8760,627,21,38,100,27
8761,601,21,41,100,24
8762,586,22,36,100,24
8763,601,22,46,100,27
8764,613,22,42,100,21
8765,590,19,33,100,28
8766,589,20,34,100,27
8767,628,20,42,100,28
8768,593,20,37,100,27
8769,624,20,34,100,22
8770,606,21,36,100,20
8771,623,23,49,100,20
8772,574,20,32,100,23
8773,583,22,36,100,27
8774,624,23,45,100,22
8775,576,22,34,100,27
8776,634,19,37,100,21
8777,633,20,32,100,26
8778,560,19,44,100,29
8779,616,21,35,100,20
8780,630,23,31,100,23
8781,571,20,35,100,23
8782,581,18,30,100,25
8783,580,19,31,100,25
8784,561,19,34,100,20
8785,600,23,32,100,29
8786,592,18,31,100,27
8787,615,19,42,100,25
8788,633,23,30,100,22
8789,616,21,43,100,25
8790,598,20,30,100,25
8791,606,19,39,100,23
8792,598,19,41,100,29
8793,592,21,31,100,20
8794,565,23,39,100,26
8795,607,22,38,100,27
8796,557,19,47,100,23
8797,605,19,45,100,22
8798,557,20,34,100,21
8799,561,19,43,100,28
8800,602,22,43,100,29
8801,634,23,49,100,22
8802,594,23,35,100,20
8803,583,23,45,100,29
8804,570,19,42,100,25
8805,593,18,47,100,20
8806,593,23,45,100,27
8807,554,19,44,100,28
8808,604,19,37,100,28
8809,642,23,32,100,24
8810,562,19,37,100,22
8811,621,22,47,100,21
8812,551,21,33,100,25
8813,628,23,36,100,27
8814,576,23,48,100,24
8815,644,23,34,100,26
8816,561,18,34,100,22
8817,566,20,44,100,29
8818,587,19,43,100,27
8819,615,20,42,100,22
8820,619,20,46,100,24
8821,614,18,43,100,28
8822,649,18,32,100,25
8823,590,20,33,100,23
8824,591,20,41,100,25
8825,649,22,45,100,27
8826,598,18,43,100,23
8827,582,18,31,100,21
8828,642,23,47,100,27
8829,605,21,42,100,27
8830,604,23,37,100,27
8831,563,18,40,100,20
8832,647,20,39,100,27
8833,551,23,40,100,27
8834,632,21,44,100,29
8835,571,19,31,100,23
8836,618,19,44,100,28
8837,614,19,30,100,28
8838,590,22,30,100,26
8839,568,23,39,100,21
8840,555,22,35,100,23
8841,589,21,49,100,26
8842,629,22,41,100,29
8843,591,20,49,100,27
8844,631,20,30,100,29
8845,605,18,44,100,26
8846,579,19,37,100,28
8847,552,19,42,100,24
8848,571,18,41,100,27
8849,566,18,36,100,28
8850,647,23,45,100,23
8851,578,18,34,100,26
8852,559,19,35,100,25
8853,630,23,43,100,23
8854,645,19,31,100,22
8855,589,18,32,100,29
8856,590,21,45,100,22
8857,629,22,43,100,22
8858,587,22,39,100,20
8859,562,21,35,100,29
8860,604,23,35,100,20
8861,630,20,41,100,20
8862,557,21,45,100,29
8863,606,20,39,100,27
8864,638,18,42,100,23
8865,561,18,31,100,29
8866,619,22,46,100,25
8867,628,21,34,100,24
8868,612,22,42,100,27
8869,599,21,35,100,23
8870,634,19,32,100,27
8871,597,19,35,100,26
8872,553,19,35,100,27
8873,559,19,32,100,22
8874,587,20,30,100,20
8875,635,20,31,100,22
8876,626,21,36,100,25
8877,581,22,40,100,27
8878,629,22,35,100,29
8879,578,21,49,100,29
8880,576,23,36,100,23
8881,635,20,45,100,28
8882,610,19,31,100,22
8883,633,20,43,100,24
8884,562,22,32,100,27
8885,569,19,49,100,26
8886,600,22,43,100,26
8887,624,19,34,100,26
8888,580,21,30,100,25
8889,618,18,42,100,23
8890,567,18,43,100,29
8891,612,20,32,100,27
8892,647,18,46,100,26
8893,637,23,44,100,23
8894,568,18,41,100,22
8895,558,21,39,100,20
8896,567,18,41,100,25
8897,637,21,38,100,25
8898,557,23,38,100,20
8899,568,22,44,100,28
8900,580,23,37,100,29
8901,628,23,47,100,21
8902,582,18,36,100,20
8903,588,22,44,100,20
8904,647,20,42,100,29
8905,575,22,42,100,28
8906,616,18,39,100,22
8907,642,19,39,100,27
8908,629,21,36,100,20
8909,580,21,33,100,29
8910,585,22,30,100,21
8911,602,21,42,100,20
8912,570,20,38,100,22
8913,554,18,33,100,28
8914,559,20,41,100,22
8915,630,18,36,100,28
8916,560,20,39,100,29
8917,638,18,48,100,28
8918,598,23,40,100,26
8919,637,22,42,100,26
8920,551,18,30,100,21
8921,610,23,35,100,29
8922,584,23,35,100,27
8923,649,22,40,100,25
8924,593,19,33,100,22
8925,568,22,39,100,21
8926,646,23,30,100,25
8927,555,23,49,100,27
8928,608,23,34,100,22
8929,578,22,38,100,29
8930,581,23,38,100,20
8931,571,20,49,100,22
8932,575,21,30,100,21
8933,623,18,40,100,25
8934,639,18,44,100,29
8935,615,22,35,100,22
8936,649,20,31,100,20
8937,618,23,43,100,21
8938,638,22,35,100,21
8939,606,23,47,100,29
8940,553,23,32,100,27
8941,570,20,46,100,28
8942,609,23,35,100,25
8943,626,23,44,100,20
8944,581,19,38,100,27
8945,602,20,35,100,20
8946,596,21,48,100,22
8947,637,20,45,100,28
8948,640,19,40,100,29
8949,570,20,35,100,28
8950,596,20,48,100,26
8951,629,18,34,100,29
8952,553,22,31,100,25
8953,618,21,47,100,28
8954,557,20,43,100,25
8955,615,23,40,100,20
8956,647,20,43,100,23
8957,575,20,34,100,20
8958,560,21,47,100,28
8959,611,19,40,100,26
8960,589,21,39,100,20
8961,641,23,43,100,20
8962,642,18,41,100,24
8963,621,23,39,100,20
8964,632,18,32,100,25
8965,611,18,31,100,23
8966,637,22,49,100,28
8967,583,19,30,100,24
8968,602,23,47,100,21
8969,597,21,33,100,27
