,Temperatura_horno [°C],Peso_total_fusion [T],Energia [kWh],Tiempo_total_fusion [h],Consumo_combustible [kWh]
7569,1532,35,7567,32,395
7570,1572,34,7680,46,399
7571,1575,34,7623,47,392
7572,1572,33,7691,36,394
7573,1572,33,7578,28,387
7574,1562,35,7573,28,399
7575,1598,35,7577,46,380
7576,1532,35,7507,40,399
7577,1535,35,7531,27,393
7578,1596,34,7586,32,388
7579,1516,34,7592,44,390
7580,1589,33,7517,47,397
7581,1531,35,7567,42,392
7582,1578,33,7641,37,388
7583,1574,34,7672,33,389
7584,1518,35,7553,46,395
7585,1501,32,7645,42,385
7586,1570,34,7639,29,380
7587,1515,33,7599,45,394
7588,1528,35,7631,29,393
7589,1591,33,7630,39,389
7590,1588,35,7662,37,383
7591,1543,35,7547,33,392
7592,1550,35,7632,45,388
7593,1534,33,7628,43,397
7594,1559,35,7512,39,392
7595,1588,32,7587,45,384
7596,1581,35,7519,25,388
7597,1564,32,7573,46,381
7598,1559,35,7513,43,388
7599,1571,35,7642,30,396
7600,1551,33,7581,29,381
7601,1523,32,7520,38,384
7602,1542,34,7690,42,396
7603,1501,33,7686,47,399
7604,1582,33,7697,28,380
7605,1583,32,7587,30,380
7606,1579,35,7568,34,398
7607,1596,34,7669,27,382
7608,1566,35,7624,35,383
7609,1599,35,7548,32,399
7610,1590,32,7634,25,394
7611,1516,34,7691,43,390
7612,1546,32,7561,30,393
7613,1573,32,7647,44,388
7614,1560,32,7529,46,384
7615,1512,33,7649,33,399
7616,1557,32,7594,27,383
7617,1557,34,7604,27,398
7618,1568,33,7610,41,398
7619,1596,33,7676,47,398
7620,1562,34,7628,35,387
7621,1587,32,7514,27,398
7622,1551,34,7631,39,383
7623,1500,34,7577,47,384
7624,1509,32,7541,36,390
7625,1576,32,7555,43,391
7626,1524,34,7549,42,387
7627,1524,32,7696,34,393
7628,1581,33,7558,38,382
7629,1560,32,7507,44,395
7630,1561,34,7591,43,389
7631,1588,32,7672,33,394
7632,1596,32,7661,24,382
7633,1579,32,7653,40,388
7634,1550,33,7602,33,396
7635,1502,35,7510,25,385
7636,1533,32,7539,30,396
7637,1525,32,7598,40,393
7638,1531,33,7575,24,397
7639,1511,33,7617,33,399
7640,1561,35,7668,27,396
7641,1579,35,7627,34,390
7642,1515,34,7571,39,397
7643,1534,32,7527,40,394
7644,1528,33,7636,47,392
7645,1522,33,7640,39,385
7646,1575,35,7693,30,399
7647,1500,33,7555,40,393
7648,1556,35,7586,39,396
7649,1579,34,7533,37,395
7650,1590,32,7500,31,394
7651,1519,34,7646,38,385
7652,1520,33,7567,24,385
7653,1511,32,7621,31,382
7654,1543,32,7556,32,382
7655,1551,34,7615,36,398
7656,1536,34,7681,24,387
7657,1518,34,7622,43,389
7658,1586,32,7508,33,383
7659,1590,35,7587,41,385
7660,1543,33,7513,40,385
7661,1532,35,7643,26,395
7662,1576,34,7530,32,381
7663,1570,32,7650,24,390
7664,1551,33,7689,35,387
7665,1517,32,7695,26,386
7666,1599,35,7685,26,398
7667,1567,32,7650,27,385
7668,1548,34,7513,46,381
7669,1567,35,7649,41,385
7670,1530,33,7514,41,387
7671,1511,34,7575,37,386
7672,1508,34,7522,27,394
7673,1511,34,7552,37,381
7674,1524,34,7563,45,391
7675,1583,35,7687,39,388
7676,1503,35,7544,40,398
7677,1572,35,7608,31,396
7678,1544,35,7607,43,389
7679,1519,35,7591,27,399
7680,1534,34,7541,32,397
7681,1519,33,7631,28,388
7682,1589,32,7579,35,391
7683,1525,34,7644,42,393
7684,1580,33,7669,47,396
7685,1591,32,7585,27,385
7686,1514,33,7517,36,386
7687,1512,34,7621,27,399
7688,1570,35,7637,34,390
7689,1535,33,7662,40,387
7690,1503,34,7506,36,390
7691,1515,34,7588,25,396
7692,1567,34,7690,44,383
7693,1539,34,7505,36,382
7694,1583,32,7687,45,396
7695,1570,33,7520,36,397
7696,1593,32,7572,38,388
7697,1545,33,7557,31,385
7698,1514,32,7597,25,380
7699,1562,33,7618,38,397
7700,1514,34,7546,39,383
7701,1506,33,7598,43,388
7702,1517,32,7534,27,388
7703,1503,35,7576,26,387
7704,1518,32,7658,26,392
7705,1546,34,7698,42,381
7706,1572,32,7581,46,381
7707,1592,32,7683,34,393
7708,1521,32,7520,46,380
7709,1583,34,7607,29,392
7710,1553,33,7625,33,385
7711,1523,33,7545,39,385
7712,1580,35,7529,43,395
7713,1566,35,7546,34,398
7714,1568,34,7616,43,399
7715,1599,35,7514,34,399
7716,1598,34,7560,40,399
7717,1567,32,7550,38,399
7718,1512,34,7635,37,383
7719,1541,34,7646,33,398
7720,1594,35,7503,39,399
7721,1559,33,7524,46,382
7722,1530,33,7618,43,392
7723,1593,32,7651,36,391
7724,1516,33,7572,25,396
7725,1510,35,7509,37,385
7726,1568,32,7670,24,389
7727,1502,34,7618,44,384
7728,1502,34,7673,45,392
7729,1569,33,7598,47,381
7730,1550,35,7573,39,380
7731,1588,33,7688,28,397
7732,1552,32,7651,39,392
7733,1583,32,7544,27,381
7734,1536,35,7525,34,382
7735,1592,32,7579,25,395
7736,1551,32,7614,45,382
7737,1509,33,7616,37,392
7738,1512,34,7511,43,397
7739,1525,33,7694,46,391
7740,1521,33,7671,39,387
7741,1549,34,7680,24,391
7742,1546,35,7528,36,395
7743,1577,32,7584,42,380
7744,1509,34,7522,26,381
7745,1592,33,7503,39,396
7746,1556,35,7586,47,393
7747,1591,32,7611,37,381
7748,1521,33,7616,33,385
7749,1519,33,7645,46,381
7750,1542,33,7622,25,382
7751,1585,34,7593,34,386
7752,1573,32,7625,43,391
7753,1535,35,7566,30,382
7754,1551,32,7683,36,385
7755,1552,34,7539,46,384
7756,1583,35,7530,46,398
7757,1583,35,7628,33,383
7758,1535,32,7600,35,387
7759,1527,35,7508,29,396
7760,1530,34,7547,38,395
7761,1549,35,7530,28,385
7762,1560,32,7548,39,381
7763,1597,33,7541,41,388
7764,1533,33,7624,33,381
7765,1571,33,7502,27,390
7766,1570,35,7510,44,387
7767,1585,34,7515,34,397
7768,1560,33,7557,37,395
7769,1518,34,7675,40,383
7770,1541,35,7568,26,386
7771,1556,33,7611,37,392
7772,1535,35,7584,34,397
7773,1544,34,7526,41,390
7774,1598,33,7658,38,395
7775,1576,33,7677,33,386
7776,1545,33,7524,36,392
7777,1528,34,7695,47,389
7778,1577,33,7589,46,391
7779,1547,33,7636,45,386
7780,1543,32,7672,28,383
7781,1524,33,7571,41,392
7782,1509,33,7573,30,381
7783,1575,32,7642,43,391
7784,1591,35,7548,31,396
7785,1573,34,7626,45,382
7786,1533,33,7652,44,386
7787,1548,33,7503,42,385
7788,1577,33,7629,34,397
7789,1580,35,7581,46,398
7790,1519,34,7543,37,393
7791,1558,32,7558,25,384
7792,1594,32,7615,28,394
7793,1509,33,7573,34,380
7794,1518,33,7689,37,380
7795,1514,34,7523,32,387
7796,1500,33,7532,39,392
7797,1519,33,7558,44,382
7798,1517,32,7606,24,398
7799,1599,33,7534,31,397
7800,1594,35,7680,35,381
7801,1545,35,7596,41,390
7802,1504,33,7607,40,388
7803,1590,34,7537,43,380
7804,1572,34,7687,31,398
7805,1574,33,7694,37,386
7806,1548,35,7639,24,391
7807,1574,32,7517,43,394
7808,1572,35,7557,40,382
7809,1523,34,7596,31,387
7810,1527,34,7620,33,397
7811,1587,35,7626,44,399
7812,1570,34,7685,35,388
7813,1517,33,7612,46,395
7814,1564,32,7500,31,391
7815,1544,32,7652,41,399
7816,1597,32,7647,41,383
7817,1578,34,7646,36,390
7818,1553,32,7515,46,380
7819,1565,32,7513,31,394
7820,1506,33,7529,40,387
7821,1504,33,7569,28,386
7822,1551,34,7596,26,381
7823,1532,34,7655,45,397
7824,1500,33,7610,27,382
7825,1527,34,7509,26,398
7826,1529,35,7529,31,382
7827,1553,34,7631,43,397
7828,1520,35,7560,43,388
7829,1524,35,7550,44,389
7830,1599,34,7575,31,387
7831,1512,35,7581,25,386
7832,1590,32,7531,35,383
7833,1558,34,7622,24,386
7834,1511,34,7672,26,381
7835,1553,32,7533,43,387
7836,1533,33,7671,24,397
7837,1518,34,7547,25,396
7838,1530,34,7571,41,380
7839,1580,32,7598,39,386
7840,1575,32,7571,39,384
7841,1508,33,7599,47,398
7842,1501,34,7640,47,391
7843,1515,32,7628,39,396
7844,1564,32,7655,39,382
7845,1564,34,7580,45,398
7846,1599,33,7647,32,381
7847,1596,34,7643,29,383
7848,1568,33,7649,26,397
7849,1573,35,7588,26,398
7850,1531,35,7518,34,395
7851,1590,32,7629,24,396
7852,1569,33,7637,40,386
7853,1537,33,7588,35,393
7854,1589,32,7535,35,383
7855,1558,32,7553,41,391
7856,1553,32,7502,35,387
7857,1596,35,7568,46,380
7858,1532,32,7636,29,383
7859,1552,33,7689,43,384
7860,1596,32,7534,42,382
7861,1561,33,7523,44,387
7862,1510,35,7598,43,392
7863,1594,32,7539,36,399
7864,1579,32,7593,40,385
7865,1538,32,7667,42,380
7866,1574,34,7694,25,382
7867,1528,35,7609,31,390
7868,1544,33,7628,39,392
7869,1585,33,7561,47,395
7870,1502,32,7501,27,383
7871,1564,32,7510,47,386
7872,1505,32,7679,47,399
7873,1517,35,7689,40,395
7874,1514,33,7546,25,399
7875,1524,35,7667,31,393
7876,1585,32,7540,30,390
7877,1552,33,7556,32,389
7878,1579,34,7600,31,389
7879,1578,34,7633,34,397
7880,1594,35,7525,37,386
7881,1575,32,7502,28,395
7882,1583,33,7639,31,387
7883,1525,32,7641,31,383
7884,1502,32,7538,44,396
7885,1510,34,7587,46,398
7886,1510,34,7594,39,384
7887,1504,35,7555,28,395
7888,1525,32,7511,32,395
7889,1550,34,7666,44,399
7890,1525,33,7660,30,384
7891,1506,32,7622,40,396
7892,1522,33,7633,43,382
7893,1561,32,7543,33,381
7894,1529,34,7508,40,389
7895,1514,33,7630,31,382
7896,1534,33,7586,35,386
7897,1571,33,7552,43,391
7898,1513,35,7502,25,380
7899,1506,32,7534,44,381
7900,1503,32,7592,38,384
7901,1560,33,7644,26,386
7902,1560,33,7600,47,387
7903,1563,35,7539,29,399
7904,1539,33,7522,24,391
7905,1532,32,7616,27,387
7906,1592,32,7621,45,381
7907,1587,35,7625,44,389
7908,1503,35,7556,39,393
7909,1518,32,7611,43,386
7910,1573,32,7634,35,385
7911,1509,32,7548,36,395
7912,1595,35,7668,35,384
7913,1535,34,7597,27,386
7914,1580,34,7551,33,383
7915,1513,34,7682,46,397
7916,1507,32,7549,30,387
7917,1535,33,7637,46,389
7918,1514,34,7692,32,387
7919,1569,32,7543,24,391
7920,1519,33,7688,25,389
7921,1523,32,7513,31,380
7922,1517,35,7566,30,390
7923,1547,32,7579,45,384
7924,1596,34,7688,26,395
7925,1542,34,7581,33,396
7926,1507,32,7698,26,383
7927,1524,33,7668,46,381
7928,1591,34,7609,43,386
7929,1584,35,7648,34,397
7930,1589,34,7595,29,385
7931,1561,34,7666,26,381
7932,1544,35,7502,45,398
7933,1581,33,7521,38,383
7934,1514,32,7645,37,382
7935,1596,34,7502,39,397
7936,1519,34,7682,42,392
7937,1547,33,7626,30,388
7938,1518,34,7631,28,384
7939,1566,32,7651,41,390
7940,1565,35,7618,41,389
7941,1547,34,7652,34,395
7942,1551,34,7625,39,399
7943,1556,35,7595,45,398
7944,1595,32,7515,46,394
7945,1513,35,7514,45,382
7946,1568,35,7678,31,387
7947,1549,32,7633,34,398
7948,1587,34,7653,39,396
7949,1541,34,7618,47,386
7950,1537,34,7662,43,389
7951,1519,34,7579,26,380
7952,1503,33,7686,38,384
7953,1513,35,7546,43,398
7954,1532,32,7561,34,395
7955,1552,35,7554,35,395
7956,1587,34,7516,31,390
7957,1540,34,7611,34,397
7958,1564,33,7535,34,380
7959,1581,32,7634,28,388
7960,1594,33,7521,25,398
7961,1569,35,7580,43,390
7962,1556,35,7513,38,388
7963,1529,32,7687,24,391
7964,1563,32,7602,30,387
7965,1573,33,7557,33,393
7966,1553,32,7697,31,387
7967,1532,32,7562,41,394
7968,1565,33,7673,34,383
7969,1525,34,7557,24,383
7970,1575,35,7542,30,383
7971,1581,33,7589,45,385
7972,1581,33,7541,40,385
7973,1595,33,7643,33,384
7974,1576,34,7592,27,393
7975,1552,35,7670,34,397
7976,1567,35,7679,46,390
7977,1587,34,7598,41,384
7978,1579,33,7542,33,382
7979,1554,33,7658,38,388
7980,1514,34,7665,27,396
7981,1525,35,7630,31,392
7982,1515,32,7614,39,383
7983,1524,34,7521,41,382
7984,1540,34,7509,32,392
7985,1505,34,7665,29,397
7986,1512,34,7624,24,398
7987,1510,35,7581,29,385
7988,1560,33,7540,43,391
7989,1576,34,7657,47,382
7990,1556,32,7610,34,381
7991,1557,34,7585,33,382
7992,1585,33,7697,36,399
7993,1506,33,7552,32,387
7994,1597,32,7578,44,389
7995,1522,32,7693,33,397
7996,1538,34,7679,38,381
7997,1559,34,7520,36,389
7998,1547,32,7576,28,389
7999,1502,34,7576,47,394
8000,1531,33,7624,27,387
8001,1572,33,7677,33,397
8002,1561,34,7627,42,382
8003,1550,33,7596,33,395
8004,1562,34,7561,28,390
8005,1595,32,7638,24,392
8006,1538,32,7650,32,394
8007,1500,33,7603,40,398
8008,1526,32,7562,29,386
8009,1591,32,7655,46,386
8010,1553,35,7598,27,383
8011,1514,33,7641,30,391
8012,1564,33,7549,36,381
8013,1538,32,7505,24,380
8014,1583,32,7593,35,385
8015,1519,32,7556,26,385
8016,1532,33,7593,37,381
8017,1518,34,7546,31,387
8018,1545,32,7679,39,380
8019,1587,35,7547,33,382
8020,1505,35,7514,46,399
8021,1504,32,7562,38,385
8022,1533,33,7643,39,392
8023,1528,32,7563,34,393
8024,1534,33,7638,25,382
8025,1529,33,7670,47,386
8026,1583,32,7514,28,381
8027,1545,32,7561,32,397
8028,1518,33,7604,25,383
8029,1593,32,7687,47,398
8030,1587,32,7568,35,389
8031,1555,34,7605,44,380
8032,1566,32,7603,31,390
8033,1573,32,7527,41,395
8034,1579,34,7506,30,396
8035,1506,34,7601,44,399
8036,1580,33,7604,34,389
8037,1579,35,7667,31,383
8038,1534,32,7593,34,384
8039,1531,35,7581,29,382
8040,1524,33,7698,36,391
8041,1531,35,7580,44,396
8042,1518,33,7530,45,390
8043,1521,33,7592,45,384
8044,1502,33,7556,36,381
8045,1599,32,7638,42,390
8046,1538,33,7603,26,393
8047,1511,33,7557,32,389
8048,1588,34,7616,44,390
8049,1509,32,7609,24,389
8050,1529,33,7560,46,391
8051,1511,32,7540,35,391
8052,1500,34,7673,25,396
8053,1575,32,7646,24,394
8054,1583,35,7570,40,389
8055,1521,34,7566,44,395
8056,1524,33,7634,27,392
8057,1575,34,7624,24,394
8058,1542,35,7588,36,399
8059,1520,33,7598,34,394
8060,1542,35,7683,30,396
8061,1586,34,7608,30,399
8062,1531,35,7516,31,394
8063,1557,32,7549,47,396
8064,1554,35,7680,42,381
8065,1513,33,7503,39,393
8066,1502,33,7508,40,382
8067,1503,33,7517,37,388
8068,1528,33,7536,34,391
8069,1507,32,7562,33,388
8070,1566,32,7673,31,395
8071,1572,32,7560,28,396
8072,1586,35,7692,33,397
8073,1572,34,7668,28,392
8074,1574,34,7650,35,397
8075,1512,32,7662,27,393
8076,1550,35,7689,28,386
8077,1530,33,7624,29,393
8078,1528,35,7535,47,394
8079,1518,33,7521,44,387
8080,1589,34,7595,34,395
8081,1566,34,7529,37,390
8082,1578,35,7580,28,396
8083,1595,32,7581,34,380
8084,1567,34,7519,25,399
8085,1575,35,7532,33,390
8086,1555,34,7540,25,380
8087,1572,34,7681,29,381
8088,1507,32,7629,40,388
8089,1592,34,7605,41,399
8090,1570,33,7624,32,391
8091,1574,32,7538,35,397
8092,1501,34,7568,42,397
8093,1587,33,7578,37,388
8094,1581,34,7504,25,395
8095,1578,35,7657,33,389
8096,1592,32,7616,32,391
8097,1537,32,7525,44,393
8098,1522,33,7661,25,388
8099,1505,32,7544,24,391
8100,1541,35,7562,46,386
8101,1521,34,7521,40,382
8102,1544,34,7670,39,394
8103,1546,35,7581,40,394
8104,1576,34,7500,26,387
8105,1554,35,7651,45,390
8106,1537,34,7693,44,396
8107,1577,35,7565,36,380
8108,1572,32,7605,31,397
8109,1504,35,7660,40,381
8110,1519,34,7586,33,393
8111,1568,35,7588,28,389
8112,1554,34,7668,38,394
8113,1567,32,7614,43,383
8114,1525,35,7511,40,381
8115,1550,33,7672,40,394
8116,1532,34,7664,44,386
8117,1559,33,7677,46,390
8118,1581,34,7606,36,382
8119,1548,32,7536,27,393
8120,1592,34,7515,29,387
8121,1533,34,7583,25,384
8122,1522,33,7650,37,385
8123,1556,35,7545,45,391
8124,1543,35,7637,32,386
8125,1593,33,7696,39,397
8126,1541,35,7590,35,393
8127,1565,32,7636,24,397
8128,1581,33,7503,41,399
8129,1561,32,7502,43,389
8130,1530,35,7552,33,393
8131,1537,33,7698,35,396
8132,1578,32,7607,25,399
8133,1527,35,7596,39,392
8134,1562,35,7543,26,399
8135,1565,35,7662,32,385
8136,1511,32,7668,39,396
8137,1595,34,7615,29,390
8138,1592,34,7640,36,382
8139,1502,32,7539,38,380
8140,1553,34,7665,35,392
8141,1545,35,7665,35,396
8142,1524,33,7502,44,385
8143,1564,32,7519,34,397
8144,1544,34,7663,30,396
8145,1579,33,7546,28,382
8146,1587,34,7613,47,393
8147,1556,34,7604,46,388
8148,1585,34,7607,47,389
8149,1506,32,7668,30,394
8150,1516,33,7694,28,384
8151,1516,34,7553,28,392
8152,1517,35,7520,39,398
8153,1580,34,7515,46,385
8154,1502,32,7595,31,397
8155,1566,33,7673,42,386
8156,1594,34,7635,34,382
8157,1561,33,7531,26,397
8158,1516,33,7625,47,394
8159,1547,35,7537,27,397
8160,1593,34,7603,36,388
8161,1583,33,7510,29,399
8162,1519,35,7591,29,393
8163,1573,32,7578,25,396
8164,1578,33,7633,33,387
8165,1510,32,7533,37,397
8166,1568,33,7575,29,386
8167,1506,32,7575,35,386
8168,1586,32,7526,26,394
8169,1512,35,7566,37,399
8170,1511,33,7526,31,390
8171,1580,34,7527,41,389
8172,1593,34,7616,33,384
8173,1570,35,7676,35,380
8174,1516,33,7557,36,382
8175,1519,35,7518,25,387
8176,1580,33,7516,29,382
8177,1506,33,7632,31,396
8178,1551,33,7652,44,392
8179,1554,34,7639,30,382
8180,1500,35,7654,46,381
8181,1549,34,7586,41,381
8182,1540,35,7630,46,381
8183,1511,32,7690,46,384
8184,1583,32,7645,39,389
8185,1545,35,7612,31,388
8186,1582,32,7693,44,399
8187,1546,32,7505,27,383
8188,1503,35,7550,46,391
8189,1581,33,7560,43,392
8190,1533,34,7538,27,390
8191,1525,33,7693,33,391
8192,1597,34,7686,36,398
8193,1541,32,7622,40,388
8194,1587,35,7671,44,380
8195,1561,35,7567,43,399
8196,1586,34,7531,31,388
8197,1503,34,7609,32,391
8198,1522,33,7696,26,388
8199,1509,33,7580,31,389
8200,1596,32,7582,25,390
8201,1550,33,7548,28,394
8202,1549,34,7680,27,399
8203,1501,33,7594,34,384
8204,1509,34,7539,31,392
8205,1505,34,7555,34,385
8206,1527,35,7620,34,383
8207,1509,33,7630,27,382
8208,1530,35,7615,24,380
8209,1589,35,7684,35,396
8210,1577,32,7573,25,396
8211,1515,34,7687,28,396
8212,1595,35,7689,39,388
8213,1519,34,7508,29,381
8214,1570,33,7547,46,382
8215,1597,32,7590,44,386
8216,1512,35,7547,41,392
8217,1519,34,7515,35,397
8218,1527,32,7652,40,387
8219,1596,35,7564,34,397
8220,1530,32,7657,31,396
8221,1594,33,7653,34,382
8222,1558,33,7684,45,389
8223,1538,33,7690,44,384
8224,1573,35,7598,42,397
8225,1510,35,7678,26,397
8226,1571,35,7587,31,398
8227,1550,33,7631,37,399
8228,1549,33,7543,47,395
8229,1588,35,7648,37,384
8230,1570,32,7512,42,397
8231,1569,34,7516,26,390
8232,1540,34,7533,35,395
8233,1576,35,7593,34,387
8234,1584,33,7650,29,396
8235,1522,32,7647,29,388
8236,1522,33,7565,40,399
8237,1526,34,7653,41,385
8238,1581,34,7654,42,385
8239,1511,34,7545,47,394
8240,1563,35,7542,43,392
8241,1527,33,7620,41,383
8242,1526,32,7578,43,391
8243,1505,35,7606,24,396
8244,1549,35,7680,29,381
8245,1545,32,7697,34,380
8246,1595,34,7555,25,396
8247,1530,34,7683,36,396
8248,1569,34,7544,39,380
8249,1506,33,7573,24,390
8250,1521,33,7570,45,381
8251,1518,32,7558,32,387
8252,1538,32,7502,39,391
8253,1557,35,7616,29,384
8254,1523,32,7531,41,398
8255,1595,32,7666,41,399
8256,1534,32,7525,37,399
8257,1548,34,7692,34,394
8258,1532,34,7690,47,387
8259,1592,33,7554,45,392
8260,1545,34,7504,36,391
8261,1577,34,7501,25,399
8262,1528,32,7602,33,392
8263,1579,34,7527,38,386
8264,1576,35,7507,47,396
8265,1503,34,7582,27,389
8266,1524,35,7615,45,393
8267,1554,32,7531,29,381
8268,1599,32,7695,43,397
8269,1529,33,7553,28,385
8270,1576,34,7653,45,392
8271,1522,33,7677,41,388
8272,1596,32,7600,31,399
8273,1508,35,7545,37,390
8274,1534,35,7611,30,383
8275,1592,34,7517,34,396
8276,1587,32,7529,29,393
8277,1565,35,7646,38,390
8278,1534,34,7530,32,383
8279,1551,34,7645,28,384
8280,1551,35,7572,38,389
8281,1507,34,7583,25,396
8282,1506,33,7503,42,380
8283,1528,33,7543,45,382
8284,1572,33,7513,29,390
8285,1558,33,7595,25,399
8286,1568,35,7632,38,388
8287,1594,33,7517,34,384
8288,1560,32,7565,37,385
8289,1571,33,7546,27,394
8290,1556,33,7517,43,399
8291,1554,33,7571,42,386
8292,1566,32,7510,34,395
8293,1548,33,7550,42,393
8294,1560,35,7607,43,380
8295,1563,35,7580,40,385
8296,1510,35,7542,32,394
8297,1541,33,7685,24,390
8298,1513,32,7542,34,394
8299,1504,32,7515,42,385
8300,1530,34,7571,29,380
8301,1587,34,7668,35,382
8302,1527,33,7667,27,386
8303,1510,32,7574,40,398
8304,1528,34,7672,35,387
8305,1546,34,7678,32,393
8306,1578,34,7513,44,384
8307,1511,32,7567,30,398
8308,1537,32,7508,30,394
8309,1541,32,7505,46,392
8310,1517,33,7561,28,380
8311,1540,34,7528,47,389
8312,1589,32,7526,25,385
8313,1518,34,7533,35,383
8314,1581,32,7503,38,380
8315,1554,33,7659,29,385
8316,1520,34,7621,31,391
8317,1538,32,7589,32,390
8318,1541,35,7510,44,382
8319,1505,34,7506,43,383
8320,1574,35,7676,32,391
8321,1556,33,7690,37,392
8322,1595,34,7512,45,389
8323,1575,34,7516,39,387
8324,1520,32,7500,32,399
8325,1507,34,7560,28,398
8326,1554,34,7681,36,399
8327,1521,34,7619,40,392
8328,1557,32,7541,38,390
8329,1555,34,7591,43,392
8330,1562,32,7685,29,382
8331,1557,34,7523,24,393
8332,1509,32,7598,28,394
8333,1598,32,7692,37,395
8334,1588,34,7567,36,390
8335,1532,34,7599,41,381
8336,1577,33,7591,46,397
8337,1515,33,7615,46,390
8338,1577,32,7541,34,385
8339,1577,32,7533,24,398
8340,1533,33,7667,44,381
8341,1545,32,7558,34,385
8342,1556,35,7696,25,391
8343,1543,34,7509,47,394
8344,1530,32,7695,42,384
8345,1534,32,7609,47,385
8346,1568,33,7598,24,393
8347,1503,33,7612,31,384
8348,1554,34,7693,42,393
8349,1537,33,7539,45,385
8350,1580,35,7591,35,386
8351,1570,34,7572,29,386
8352,1559,32,7673,24,383
8353,1509,33,7530,34,398
8354,1583,32,7557,28,391
8355,1506,35,7545,34,382
8356,1545,32,7595,31,392
8357,1590,35,7654,33,394
8358,1589,34,7650,28,390
8359,1509,35,7649,40,390
8360,1542,33,7550,40,380
8361,1557,34,7648,33,392
8362,1556,35,7687,46,380
8363,1514,33,7545,25,393
8364,1594,34,7645,36,389
8365,1563,32,7556,35,389
8366,1573,33,7560,24,387
8367,1550,32,7545,28,385
8368,1529,32,7571,26,399
8369,1538,32,7580,28,384
8370,1532,35,7693,36,380
8371,1536,35,7606,31,384
8372,1541,35,7593,35,380
8373,1510,32,7663,25,387
8374,1503,34,7699,32,381
8375,1533,33,7617,37,397
8376,1545,34,7592,24,392
8377,1577,33,7597,26,389
8378,1581,33,7633,46,391
8379,1598,34,7545,40,382
8380,1576,34,7690,38,386
8381,1580,32,7661,44,392
8382,1536,35,7680,29,391
8383,1537,34,7607,30,380
8384,1567,32,7519,38,396
8385,1520,34,7612,33,392
8386,1578,34,7506,45,389
8387,1534,34,7502,42,386
8388,1517,33,7519,38,382
8389,1510,32,7543,25,392
8390,1547,32,7529,37,380
8391,1558,35,7556,26,388
8392,1559,35,7505,38,386
8393,1510,35,7659,34,390
8394,1544,33,7697,30,394
8395,1548,33,7542,27,395
8396,1550,33,7682,36,394
8397,1553,34,7522,31,387
8398,1535,35,7640,25,391
8399,1503,32,7637,35,391
8400,1575,32,7629,45,391
8401,1510,32,7587,39,394
8402,1528,35,7554,25,384
8403,1589,35,7699,26,390
8404,1553,33,7541,28,381
8405,1509,35,7605,46,381
8406,1528,34,7615,42,391
8407,1562,32,7618,44,392
8408,1520,33,7567,29,394
8409,1505,32,7645,39,385
8410,1508,33,7558,33,381
8411,1535,32,7535,25,381
8412,1566,34,7665,42,384
8413,1525,34,7610,36,391
8414,1554,32,7568,47,381
8415,1555,35,7623,33,380
8416,1520,35,7555,43,389
8417,1533,33,7584,26,393
8418,1516,33,7686,47,381
8419,1540,34,7639,45,381
8420,1510,32,7526,38,396
8421,1519,32,7667,38,394
8422,1532,35,7664,35,397
8423,1500,34,7614,44,396
8424,1500,33,7511,39,397
8425,1558,35,7673,47,390
8426,1588,34,7637,33,397
8427,1583,32,7508,39,380
8428,1503,35,7531,32,392
8429,1544,32,7676,36,397
8430,1520,34,7500,27,396
8431,1516,34,7558,27,385
8432,1567,35,7596,42,384
8433,1591,32,7692,36,387
8434,1554,35,7583,31,381
8435,1599,33,7549,40,381
8436,1579,35,7653,29,397
8437,1564,35,7555,28,381
8438,1570,34,7512,25,392
8439,1557,34,7658,32,383
8440,1504,34,7565,25,394
8441,1561,35,7648,34,396
8442,1538,35,7642,37,392
8443,1504,32,7661,29,399
8444,1524,35,7664,42,386
8445,1567,33,7681,42,386
8446,1514,34,7541,30,383
8447,1549,32,7682,41,389
8448,1598,34,7550,25,397
8449,1564,34,7611,32,384
8450,1577,33,7657,40,383
8451,1579,34,7551,25,391
8452,1579,32,7553,33,397
8453,1525,35,7612,39,385
8454,1524,33,7612,26,397
8455,1583,33,7576,35,394
8456,1523,32,7554,45,389
8457,1533,32,7515,24,397
8458,1585,33,7686,37,381
8459,1569,33,7654,36,388
8460,1510,34,7687,43,389
8461,1501,32,7696,35,396
8462,1509,35,7575,34,396
8463,1559,33,7501,43,383
8464,1508,33,7556,37,390
8465,1552,33,7594,27,386
8466,1525,32,7679,41,395
8467,1590,34,7670,43,383
8468,1528,35,7612,30,380
8469,1598,35,7502,36,391
8470,1585,33,7625,42,394
8471,1523,34,7637,30,393
8472,1568,34,7520,41,390
8473,1528,33,7620,37,395
8474,1544,35,7639,44,390
8475,1512,32,7665,46,384
8476,1514,32,7558,35,380
8477,1592,33,7598,39,380
8478,1556,33,7672,33,387
8479,1576,33,7648,36,397
8480,1591,35,7500,47,393
8481,1597,33,7544,24,387
8482,1540,33,7566,32,387
8483,1551,34,7603,42,388
8484,1563,32,7653,42,383
8485,1517,32,7662,31,383
8486,1532,32,7653,31,383
8487,1502,35,7630,30,392
8488,1538,32,7641,35,382
8489,1527,32,7535,47,390
8490,1573,34,7597,38,381
8491,1500,34,7519,33,397
8492,1515,34,7651,34,390
8493,1571,34,7636,38,383
8494,1585,34,7663,43,397
8495,1555,35,7526,31,386
8496,1597,34,7513,42,380
8497,1527,35,7578,41,383
