,Carbonato_sodio [%],Caliza [%],Silica_arena [%],Densidad [g/cm3]
7539,17,8,66,2555
7540,15,11,68,2502
7541,13,7,65,2546
7542,14,10,63,2510
7543,16,8,68,2566
7544,12,10,61,2401
7545,13,10,66,2418
7546,15,8,66,2566
7547,17,9,65,2442
7548,16,6,61,2502
7549,13,6,62,2439
7550,17,8,69,2411
7551,14,10,68,2416
7552,17,11,68,2472
7553,15,11,62,2469
7554,13,10,60,2508
7555,12,7,69,2467
7556,12,9,66,2479
7557,16,10,66,2484
7558,17,8,64,2469
7559,16,8,69,2564
7560,13,10,60,2565
7561,14,11,63,2547
7562,15,6,66,2443
7563,17,7,62,2570
7564,14,7,66,2515
7565,17,11,61,2427
7566,17,8,65,2558
7567,12,7,67,2468
7568,16,8,65,2598
7569,16,7,66,2463
7570,16,10,60,2413
7571,13,8,63,2417
7572,12,5,62,2425
7573,17,5,65,2525
7574,12,5,61,2539
7575,17,6,60,2487
7576,12,10,64,2472
7577,15,9,61,2445
7578,12,6,67,2413
7579,16,10,61,2598
7580,12,8,63,2599
7581,16,9,60,2589
7582,15,10,62,2562
7583,12,8,60,2453
7584,12,8,61,2498
7585,13,7,64,2490
7586,17,6,66,2518
7587,17,6,64,2512
7588,16,10,62,2483
7589,13,5,67,2553
7590,17,9,64,2581
7591,16,10,69,2453
7592,13,9,65,2556
7593,12,11,63,2511
7594,13,7,69,2445
7595,17,9,63,2514
7596,15,7,68,2411
7597,14,5,61,2423
7598,14,6,64,2578
7599,15,10,62,2457
7600,15,5,60,2428
7601,12,9,65,2505
7602,12,7,60,2571
7603,13,7,67,2513
7604,14,10,65,2448
7605,13,9,68,2490
7606,12,7,63,2494
7607,16,6,60,2457
7608,16,5,66,2589
7609,17,11,62,2584
7610,14,8,63,2506
7611,12,5,68,2427
7612,15,8,66,2539
7613,17,6,65,2498
7614,16,8,66,2589
7615,15,9,66,2425
7616,15,11,66,2509
7617,17,10,60,2532
7618,13,10,66,2459
7619,17,7,66,2477
7620,14,7,63,2405
7621,13,6,67,2593
7622,12,7,67,2552
7623,16,9,60,2485
7624,17,11,60,2422
7625,12,6,65,2580
7626,13,7,68,2467
7627,12,6,69,2523
7628,14,9,67,2444
7629,12,7,65,2433
7630,16,6,68,2506
7631,14,9,65,2566
7632,13,5,64,2568
7633,12,10,66,2400
7634,16,10,66,2547
7635,14,9,60,2530
7636,13,11,65,2481
7637,14,8,61,2489
7638,16,10,60,2418
7639,14,11,64,2509
7640,16,9,61,2582
7641,15,8,65,2529
7642,17,8,69,2443
7643,12,11,63,2588
7644,14,6,65,2588
7645,12,11,69,2433
7646,14,6,64,2537
7647,17,5,63,2527
7648,15,8,61,2505
7649,16,5,68,2578
7650,16,8,63,2465
7651,12,6,61,2458
7652,13,8,69,2550
7653,13,10,62,2450
7654,12,5,61,2583
7655,12,11,64,2549
7656,12,5,66,2522
7657,17,8,69,2401
7658,16,9,63,2545
7659,17,8,60,2467
7660,13,11,60,2413
7661,15,10,61,2595
7662,14,9,62,2482
7663,12,10,69,2574
7664,14,7,68,2552
7665,15,10,64,2550
7666,17,9,65,2512
7667,15,9,68,2469
7668,17,5,65,2455
7669,13,7,63,2428
7670,12,6,61,2526
7671,16,7,68,2455
7672,15,8,69,2401
7673,16,11,66,2460
7674,15,5,63,2474
7675,17,9,66,2451
7676,16,10,64,2447
7677,17,8,67,2413
7678,14,5,67,2476
7679,17,7,64,2473
7680,17,6,67,2401
7681,12,10,60,2574
7682,14,6,66,2496
7683,13,6,63,2462
7684,13,9,67,2422
7685,12,11,67,2489
7686,13,11,67,2525
7687,12,5,65,2518
7688,16,9,62,2538
7689,15,10,65,2597
7690,16,8,61,2414
7691,15,7,64,2476
7692,17,5,60,2477
7693,15,8,61,2509
7694,16,6,63,2552
7695,13,11,60,2517
7696,15,9,69,2541
7697,15,5,64,2564
7698,12,7,61,2486
7699,14,10,61,2465
7700,17,9,66,2519
7701,17,11,63,2591
7702,14,9,63,2510
7703,17,10,65,2498
7704,17,9,66,2503
7705,13,7,64,2428
7706,15,5,68,2405
7707,14,10,68,2574
7708,13,6,62,2459
7709,13,5,67,2587
7710,15,11,64,2598
7711,17,7,63,2585
7712,16,10,67,2536
7713,17,7,60,2422
7714,17,9,63,2504
7715,12,5,69,2542
7716,16,8,60,2581
7717,14,5,62,2418
7718,15,11,69,2495
7719,15,11,64,2499
7720,16,6,64,2577
7721,12,11,66,2554
7722,16,5,63,2595
7723,12,10,63,2466
7724,17,11,67,2468
7725,17,10,66,2482
7726,12,9,63,2484
7727,17,7,68,2554
7728,15,10,64,2572
7729,12,9,64,2580
7730,13,6,65,2428
7731,14,6,62,2421
7732,15,7,64,2536
7733,14,6,67,2574
7734,15,6,67,2547
7735,15,9,60,2513
7736,17,8,62,2408
7737,16,9,62,2464
7738,17,5,69,2436
7739,17,7,68,2420
7740,17,7,67,2428
7741,14,11,60,2596
7742,14,10,60,2586
7743,13,6,67,2559
7744,17,10,65,2563
7745,12,7,67,2555
7746,17,6,67,2489
7747,12,6,62,2477
7748,17,5,69,2565
7749,12,10,60,2578
7750,16,6,69,2508
7751,13,6,69,2461
7752,12,8,65,2585
7753,14,7,60,2462
7754,13,6,64,2582
7755,12,11,66,2591
7756,16,11,62,2590
7757,15,10,64,2505
7758,16,11,69,2425
7759,12,11,63,2591
7760,13,10,68,2438
7761,12,11,61,2415
7762,17,11,65,2473
7763,17,10,68,2471
7764,14,5,68,2589
7765,17,5,68,2570
7766,15,6,65,2414
7767,12,7,65,2400
7768,17,7,66,2411
7769,12,5,69,2417
7770,12,6,65,2588
7771,15,6,62,2444
7772,12,11,69,2442
7773,17,5,67,2442
7774,12,8,65,2449
7775,16,5,67,2565
7776,14,6,65,2590
7777,16,8,63,2475
7778,14,6,60,2480
7779,16,7,67,2534
7780,17,6,64,2407
7781,17,8,68,2493
7782,16,8,66,2518
7783,12,8,65,2572
7784,15,6,65,2407
7785,15,9,67,2458
7786,12,10,60,2522
7787,15,6,69,2450
7788,12,7,66,2447
7789,16,6,69,2437
7790,12,11,60,2459
7791,12,10,68,2508
7792,14,10,66,2547
7793,15,11,69,2502
7794,12,10,60,2512
7795,16,5,69,2567
7796,12,5,61,2457
7797,16,5,64,2560
7798,14,6,65,2512
7799,14,9,68,2425
7800,14,5,63,2473
7801,17,6,67,2402
7802,14,6,64,2591
7803,13,10,67,2484
7804,13,5,60,2490
7805,16,7,65,2538
7806,17,8,61,2470
7807,16,11,64,2433
7808,16,6,65,2577
7809,14,10,66,2428
7810,16,9,68,2475
7811,16,6,65,2580
7812,15,7,67,2413
7813,16,5,65,2408
7814,14,8,67,2476
7815,16,7,60,2526
7816,13,8,69,2460
7817,15,5,64,2416
7818,14,8,66,2517
7819,14,8,65,2407
7820,14,7,61,2522
7821,12,6,65,2429
7822,12,8,67,2580
7823,17,8,65,2437
7824,14,9,64,2573
7825,17,6,69,2475
7826,17,10,60,2414
7827,15,5,62,2512
7828,17,11,64,2584
7829,16,5,60,2460
7830,13,9,67,2441
7831,15,5,69,2461
7832,15,6,63,2479
7833,15,9,69,2511
7834,17,8,65,2511
7835,17,5,64,2458
7836,12,5,65,2429
7837,13,9,67,2455
7838,16,6,69,2436
7839,12,8,63,2558
7840,16,10,66,2496
7841,12,6,64,2426
7842,16,10,60,2444
7843,17,10,68,2551
7844,16,8,64,2525
7845,15,10,65,2532
7846,14,6,65,2449
7847,16,9,60,2588
7848,14,10,67,2444
7849,12,5,61,2550
7850,14,6,60,2506
7851,14,7,66,2543
7852,16,8,63,2452
7853,14,8,60,2566
7854,12,5,66,2520
7855,16,11,63,2589
7856,15,7,61,2508
7857,16,8,65,2439
7858,17,11,69,2555
7859,16,7,63,2570
7860,15,7,68,2431
7861,12,10,63,2406
7862,15,7,69,2478
7863,16,6,68,2486
7864,16,10,67,2576
7865,16,5,62,2451
7866,15,5,64,2562
7867,12,5,60,2534
7868,12,8,63,2549
7869,16,5,66,2532
7870,13,5,68,2505
7871,16,10,64,2534
7872,17,5,65,2562
7873,15,11,66,2545
7874,12,7,66,2403
7875,13,10,63,2528
7876,17,5,63,2538
7877,17,6,69,2400
7878,17,7,67,2540
7879,15,9,67,2480
7880,16,5,68,2420
7881,16,6,65,2484
7882,15,5,67,2545
7883,13,11,65,2410
7884,14,11,65,2528
7885,17,7,62,2414
7886,16,7,66,2595
7887,13,5,64,2536
7888,14,6,63,2475
7889,13,11,62,2594
7890,12,6,60,2536
7891,14,7,60,2481
7892,12,10,67,2484
7893,12,7,69,2538
7894,17,7,61,2400
7895,16,10,63,2530
7896,15,6,60,2578
7897,13,8,68,2524
7898,12,9,68,2534
7899,15,11,61,2518
7900,13,5,68,2454
7901,13,9,68,2492
7902,13,8,61,2487
7903,13,11,61,2518
7904,15,11,64,2431
7905,13,10,65,2436
7906,13,6,63,2562
7907,17,8,69,2410
7908,12,6,68,2417
7909,16,10,68,2528
7910,15,9,61,2582
7911,15,7,64,2472
7912,15,6,67,2455
7913,16,11,62,2461
7914,13,11,69,2593
7915,13,10,69,2508
7916,16,9,69,2478
7917,16,7,61,2585
7918,12,7,67,2424
7919,12,7,69,2405
7920,12,11,66,2436
7921,15,10,66,2413
7922,13,11,63,2538
7923,12,6,65,2454
7924,13,5,65,2414
7925,16,6,67,2599
7926,14,8,62,2444
7927,16,8,68,2406
7928,13,10,62,2565
7929,15,6,66,2544
7930,16,11,68,2477
7931,14,10,60,2471
7932,17,8,64,2444
7933,17,6,64,2470
7934,16,6,69,2570
7935,13,8,60,2430
7936,12,7,61,2434
7937,17,7,67,2433
7938,15,5,60,2527
7939,14,8,63,2438
7940,16,7,67,2538
7941,15,5,61,2563
7942,12,7,63,2528
7943,15,11,61,2458
7944,12,10,68,2544
7945,14,5,60,2582
7946,14,6,68,2519
7947,14,11,69,2474
7948,13,10,60,2491
7949,14,7,60,2430
7950,12,10,60,2405
7951,14,10,63,2545
7952,12,6,62,2434
7953,15,5,64,2487
7954,15,7,64,2549
7955,17,11,63,2459
7956,15,5,62,2475
7957,16,5,62,2558
7958,15,11,60,2542
7959,15,5,65,2585
7960,15,8,65,2543
7961,17,6,66,2509
7962,16,10,68,2426
7963,14,6,60,2578
7964,13,11,61,2549
7965,14,8,68,2562
7966,13,9,68,2490
7967,17,6,68,2450
7968,16,10,66,2428
7969,16,10,61,2511
7970,16,8,64,2444
7971,12,6,65,2490
7972,13,10,68,2531
7973,17,9,67,2544
7974,17,8,62,2473
7975,15,10,68,2507
7976,14,10,61,2524
7977,13,11,63,2564
7978,15,7,64,2474
7979,14,6,60,2483
7980,12,7,61,2546
7981,16,7,60,2409
7982,16,6,69,2513
7983,15,10,69,2459
7984,15,8,67,2414
7985,14,10,62,2596
7986,17,7,62,2452
7987,13,6,68,2482
7988,17,5,68,2421
7989,16,9,65,2444
7990,15,10,65,2561
7991,14,11,67,2515
7992,15,9,61,2401
7993,13,10,69,2513
7994,12,10,66,2527
7995,17,10,61,2424
7996,16,6,69,2599
7997,15,10,63,2474
7998,15,9,69,2589
7999,12,7,61,2509
8000,17,8,60,2466
8001,17,7,61,2569
8002,14,9,68,2500
8003,16,8,63,2556
8004,17,11,66,2561
8005,12,11,61,2576
8006,15,5,69,2435
8007,17,10,64,2440
8008,15,8,63,2402
8009,12,5,60,2566
8010,15,8,63,2581
8011,17,5,62,2536
8012,14,7,68,2504
8013,14,8,63,2406
8014,14,11,65,2577
8015,14,9,64,2422
8016,15,10,62,2568
8017,12,10,67,2418
8018,17,10,64,2493
8019,15,5,61,2583
8020,12,10,69,2489
8021,14,5,61,2579
8022,15,6,62,2461
8023,14,11,69,2596
8024,15,8,64,2560
8025,16,7,63,2417
8026,14,9,66,2415
8027,15,9,69,2549
8028,15,5,68,2433
8029,14,10,68,2487
8030,17,10,69,2421
8031,16,11,69,2401
8032,16,10,68,2489
8033,14,8,65,2462
8034,12,11,66,2505
8035,12,9,65,2579
8036,16,5,65,2535
8037,15,9,60,2487
8038,13,5,66,2570
8039,16,11,67,2411
8040,14,9,62,2409
8041,15,8,61,2567
8042,12,11,65,2573
8043,14,11,62,2401
8044,16,9,61,2599
8045,14,7,60,2532
8046,12,9,61,2591
8047,13,11,63,2509
8048,15,8,69,2512
8049,12,11,68,2507
8050,17,6,66,2471
8051,13,11,64,2415
8052,17,5,61,2470
8053,14,10,64,2471
8054,17,10,61,2445
8055,14,9,69,2571
8056,14,5,66,2470
8057,12,9,63,2538
8058,16,5,62,2435
8059,13,9,63,2592
8060,16,9,60,2537
8061,12,8,67,2546
8062,14,6,64,2561
8063,16,10,62,2401
8064,16,7,64,2588
8065,17,5,63,2543
8066,17,9,62,2434
8067,12,11,68,2511
8068,17,6,69,2491
8069,15,10,61,2434
8070,14,7,68,2401
8071,17,5,61,2496
8072,16,9,60,2501
8073,17,11,69,2422
8074,13,11,64,2505
8075,13,9,60,2409
8076,16,6,63,2571
8077,13,11,60,2461
8078,12,5,61,2520
8079,17,6,68,2473
8080,15,5,69,2436
8081,13,5,66,2424
8082,13,5,68,2421
8083,15,8,68,2488
8084,17,7,62,2565
8085,12,10,67,2587
8086,14,5,64,2456
8087,13,5,60,2557
8088,17,7,66,2538
8089,14,11,64,2590
8090,13,6,67,2518
8091,17,5,60,2480
8092,16,6,61,2499
8093,15,5,65,2565
8094,16,11,68,2500
8095,12,10,61,2503
8096,13,7,66,2543
8097,16,10,67,2596
8098,13,5,63,2504
8099,17,6,62,2565
8100,12,11,67,2407
8101,14,6,63,2520
8102,17,7,64,2544
8103,14,8,66,2403
8104,13,6,60,2405
8105,13,6,60,2455
8106,15,7,67,2543
8107,15,5,61,2563
8108,13,8,62,2436
8109,12,11,66,2499
8110,12,6,61,2482
8111,16,7,60,2570
8112,13,5,68,2547
8113,12,7,64,2492
8114,12,7,66,2452
8115,17,6,61,2482
8116,12,6,63,2498
8117,13,11,60,2558
8118,17,8,60,2573
8119,14,9,68,2456
8120,17,11,64,2418
8121,15,9,61,2473
8122,14,11,69,2520
8123,14,5,62,2589
8124,15,8,63,2520
8125,14,5,67,2459
8126,16,6,64,2545
8127,13,7,64,2555
8128,15,10,61,2538
8129,15,7,68,2581
8130,15,6,61,2483
8131,12,9,62,2583
8132,14,11,69,2550
8133,15,7,67,2496
8134,17,9,69,2573
8135,13,6,64,2469
8136,12,10,68,2486
8137,17,6,67,2462
8138,17,10,68,2547
8139,16,9,68,2519
8140,17,6,65,2550
8141,17,9,68,2445
8142,13,10,61,2430
8143,13,5,69,2441
8144,14,8,65,2489
8145,17,8,64,2468
8146,13,6,69,2449
8147,13,7,60,2576
8148,17,11,61,2538
8149,12,11,62,2450
8150,13,6,69,2592
8151,14,5,68,2500
8152,14,10,61,2417
8153,16,10,66,2458
8154,14,10,63,2582
8155,12,5,63,2519
8156,13,11,62,2505
8157,14,11,66,2411
8158,13,8,61,2592
8159,12,9,60,2505
8160,16,10,68,2555
8161,15,10,62,2426
8162,12,6,62,2402
8163,17,11,65,2448
8164,14,8,66,2466
8165,14,5,63,2466
8166,16,10,63,2593
8167,16,6,65,2530
8168,12,10,60,2432
8169,17,11,64,2475
8170,16,11,67,2421
8171,13,5,65,2514
8172,14,5,68,2591
8173,16,10,64,2588
8174,13,5,69,2579
8175,12,10,63,2490
8176,15,8,66,2408
8177,15,10,65,2416
8178,12,10,60,2402
8179,15,8,65,2590
8180,15,5,67,2480
8181,16,9,66,2492
8182,13,8,64,2470
8183,17,10,66,2591
8184,14,6,60,2444
8185,13,5,66,2584
8186,14,5,61,2537
8187,12,7,67,2521
8188,15,8,68,2424
8189,16,6,66,2541
8190,12,5,64,2527
8191,17,9,69,2570
8192,13,8,62,2545
8193,13,11,61,2590
8194,14,7,64,2455
8195,15,5,65,2443
8196,14,6,66,2423
8197,12,7,60,2468
8198,17,11,66,2486
8199,13,10,68,2583
8200,17,11,63,2449
8201,16,11,67,2505
8202,12,6,67,2409
8203,13,8,68,2531
8204,17,8,60,2458
8205,14,11,62,2417
8206,16,5,69,2495
8207,12,8,64,2567
8208,14,9,63,2422
8209,16,10,64,2497
8210,17,6,68,2408
8211,12,8,60,2512
8212,17,7,67,2484
8213,13,9,65,2467
8214,15,5,66,2510
8215,15,6,60,2565
8216,13,8,60,2551
8217,13,7,64,2551
8218,14,8,60,2598
8219,16,9,66,2412
8220,17,5,65,2548
8221,14,7,67,2575
8222,15,9,66,2463
8223,15,10,62,2523
8224,15,6,67,2524
8225,14,6,64,2409
8226,17,7,67,2581
8227,17,7,62,2436
8228,17,8,60,2478
8229,13,11,66,2413
8230,17,11,61,2518
8231,17,10,67,2566
8232,16,9,67,2585
8233,17,9,65,2448
8234,13,6,69,2502
8235,14,8,69,2412
8236,17,9,68,2576
8237,12,9,63,2557
8238,13,9,68,2575
8239,13,7,60,2494
8240,17,10,65,2487
8241,12,6,68,2482
8242,17,8,64,2508
8243,16,8,68,2401
8244,16,5,61,2574
8245,12,10,66,2443
8246,14,8,65,2406
8247,17,5,60,2470
8248,12,7,66,2423
8249,17,8,65,2519
8250,13,9,64,2425
8251,16,10,62,2553
8252,17,9,60,2579
8253,12,10,63,2460
8254,15,11,63,2430
8255,12,9,65,2496
8256,16,10,66,2484
8257,16,7,68,2562
8258,15,9,63,2563
8259,12,8,60,2457
8260,14,5,62,2459
8261,15,9,66,2499
8262,12,9,65,2420
8263,14,9,63,2452
8264,13,5,65,2480
8265,17,6,63,2431
8266,14,11,60,2412
8267,16,6,64,2443
8268,14,8,67,2571
8269,17,10,60,2572
8270,14,7,67,2405
8271,12,7,64,2594
8272,12,10,62,2478
8273,14,8,65,2513
8274,17,6,67,2553
8275,16,7,64,2548
8276,16,6,61,2494
8277,14,7,64,2546
8278,15,8,60,2537
8279,13,11,65,2566
8280,15,6,60,2527
8281,13,5,65,2541
8282,13,5,67,2514
8283,17,11,62,2516
8284,13,6,63,2417
8285,14,11,62,2578
8286,16,10,63,2431
8287,16,7,63,2499
8288,17,10,67,2477
8289,13,7,60,2579
8290,15,9,65,2478
8291,15,7,68,2512
8292,14,5,69,2448
8293,12,6,67,2400
8294,16,10,63,2521
8295,17,11,62,2428
8296,16,11,62,2557
8297,13,9,60,2425
8298,13,6,65,2407
8299,17,7,66,2539
8300,15,6,65,2476
8301,17,9,69,2582
8302,15,6,60,2464
8303,13,6,64,2463
8304,14,10,60,2540
8305,15,9,65,2556
8306,16,11,66,2595
8307,15,7,63,2432
8308,15,8,63,2415
8309,14,6,67,2538
8310,17,9,63,2426
8311,17,5,66,2463
8312,12,9,65,2469
8313,15,5,69,2520
8314,15,6,64,2519
8315,17,11,69,2417
8316,15,9,69,2520
8317,15,11,60,2492
8318,16,7,63,2475
8319,14,10,67,2515
8320,14,7,69,2545
8321,12,7,60,2553
8322,16,7,69,2484
8323,13,6,66,2424
8324,13,8,65,2547
8325,16,5,65,2461
8326,17,10,60,2447
8327,16,10,64,2547
8328,15,7,69,2479
8329,13,9,67,2438
8330,16,7,60,2554
8331,15,7,68,2467
8332,14,11,67,2412
8333,12,9,63,2524
8334,14,9,60,2482
8335,17,7,60,2545
8336,15,8,63,2563
8337,12,11,60,2453
8338,16,9,68,2548
8339,12,6,64,2436
8340,13,10,63,2550
8341,17,11,62,2409
8342,14,8,63,2417
8343,12,9,63,2559
8344,12,8,68,2589
8345,12,6,66,2548
8346,13,5,67,2569
8347,16,8,68,2423
8348,13,7,64,2441
8349,16,7,62,2458
8350,16,7,62,2555
8351,13,8,60,2538
8352,15,6,63,2413
8353,15,6,68,2489
8354,16,7,60,2457
8355,12,10,60,2570
8356,12,7,65,2483
8357,13,5,61,2481
8358,14,10,63,2472
8359,15,7,62,2439
8360,12,10,62,2537
8361,15,7,60,2563
8362,17,11,64,2526
8363,14,6,65,2424
8364,12,11,65,2549
8365,15,9,60,2498
8366,12,10,62,2533
8367,16,8,68,2506
8368,15,7,62,2514
8369,15,9,63,2421
8370,14,9,61,2569
8371,17,7,65,2582
8372,14,6,61,2486
8373,12,7,62,2422
8374,14,5,65,2433
8375,13,9,61,2593
8376,17,10,60,2411
8377,14,9,64,2573
8378,15,9,67,2549
8379,16,10,61,2461
8380,16,11,69,2431
8381,17,8,61,2503
8382,13,10,63,2486
8383,12,5,66,2571
8384,13,7,64,2543
8385,17,11,64,2487
8386,12,5,60,2515
8387,13,11,62,2580
8388,15,6,66,2589
8389,15,7,67,2570
8390,17,9,60,2468
8391,17,7,67,2480
8392,16,11,68,2548
8393,16,9,68,2450
8394,12,9,60,2532
8395,16,5,67,2583
8396,17,6,66,2561
8397,13,6,63,2551
8398,16,9,69,2433
8399,16,5,64,2466
8400,13,11,62,2407
8401,16,5,68,2440
8402,16,9,63,2570
8403,16,6,65,2435
8404,13,9,66,2456
8405,12,8,64,2462
8406,16,11,62,2539
8407,15,6,60,2505
8408,15,6,61,2413
8409,15,6,61,2555
8410,14,11,61,2406
8411,12,7,66,2524
8412,17,11,68,2577
8413,16,5,64,2456
8414,14,7,69,2417
8415,17,9,66,2506
8416,16,11,61,2599
8417,17,11,68,2560
8418,14,6,65,2462
8419,13,5,61,2567
8420,12,5,60,2519
8421,12,5,64,2453
8422,16,11,60,2434
8423,14,8,60,2539
8424,12,6,66,2438
8425,15,6,67,2428
8426,17,8,68,2427
8427,16,6,69,2404
8428,14,9,67,2540
8429,15,5,63,2551
8430,13,6,60,2514
8431,13,8,64,2414
8432,16,5,64,2452
8433,17,10,63,2433
8434,17,11,60,2487
8435,17,11,61,2590
8436,16,9,63,2435
8437,17,7,63,2574
8438,16,7,67,2522
8439,17,6,69,2410
8440,12,7,68,2518
8441,14,11,69,2593
8442,17,8,62,2552
8443,15,11,65,2548
8444,13,6,62,2451
8445,16,7,64,2497
8446,15,9,68,2496
8447,15,10,60,2436
8448,14,9,68,2422
8449,16,5,66,2460
8450,13,5,64,2465
8451,13,8,62,2593
8452,12,9,67,2502
8453,16,11,62,2556
8454,15,7,61,2404
8455,13,6,68,2513
8456,14,11,61,2589
8457,16,9,60,2550
8458,13,8,62,2473
8459,14,8,66,2491
8460,17,9,60,2589
8461,17,9,64,2591
8462,17,11,66,2434
8463,14,10,69,2566
8464,12,9,61,2571
8465,15,7,60,2407
8466,15,8,64,2460
8467,17,11,69,2460
8468,13,9,60,2517
8469,12,6,61,2422
8470,13,9,69,2464
8471,12,11,62,2423
8472,12,8,63,2534
8473,15,6,65,2474
8474,16,7,60,2596
8475,15,5,65,2438
8476,14,6,61,2410
8477,14,11,61,2551
8478,12,7,69,2505
8479,13,7,68,2473
8480,16,7,62,2537
8481,12,7,67,2433
8482,14,8,67,2445
8483,15,9,69,2526
8484,14,8,62,2523
8485,14,10,63,2405
8486,12,10,61,2542
8487,16,5,62,2576
8488,15,10,60,2554
8489,16,7,62,2506
8490,15,11,69,2401
8491,12,8,69,2443
8492,12,5,68,2597
8493,15,6,60,2482
8494,12,8,63,2444
8495,15,6,68,2433
8496,12,11,62,2434
8497,13,7,67,2452
8498,12,5,62,2438
8499,14,6,60,2415
8500,15,10,63,2467
8501,12,7,61,2404
8502,14,10,67,2529
8503,12,8,65,2563
8504,13,7,62,2514
8505,13,11,64,2492
8506,15,10,63,2467
8507,16,5,64,2455
8508,12,9,60,2535
8509,16,6,67,2460
8510,16,10,67,2484
8511,16,11,60,2581
8512,17,5,65,2488
8513,15,6,63,2439
8514,15,10,68,2435
8515,14,9,68,2569
8516,14,10,68,2557
8517,15,9,65,2451
8518,15,11,65,2570
8519,15,5,60,2479
8520,16,7,69,2442
8521,16,5,68,2417
8522,12,6,65,2517
8523,16,5,64,2466
8524,15,10,61,2426
8525,13,11,62,2566
8526,12,9,64,2567
8527,13,6,66,2549
8528,17,6,64,2569
8529,14,6,64,2506
8530,14,5,66,2551
8531,12,11,63,2533
8532,15,11,62,2530
8533,14,6,61,2556
8534,16,11,66,2413
8535,15,5,60,2558
8536,17,8,64,2413
8537,15,8,63,2564
8538,13,9,64,2519
8539,17,10,66,2452
8540,13,5,67,2486
8541,17,5,62,2573
8542,13,10,68,2443
8543,14,7,64,2415
8544,12,11,67,2514
8545,13,11,65,2569
8546,12,10,60,2590
8547,17,8,60,2403
8548,17,10,65,2535
8549,13,8,67,2523
8550,12,7,66,2567
8551,12,9,67,2531
8552,12,10,66,2534
8553,16,9,62,2477
8554,17,5,63,2597
8555,13,8,68,2425
8556,16,11,60,2592
8557,16,9,63,2460
8558,12,11,63,2533
8559,12,6,64,2434
8560,12,11,62,2472
8561,13,5,60,2514
8562,12,9,65,2519
8563,16,9,60,2539
8564,16,5,64,2408
8565,13,8,65,2469
8566,14,5,66,2411
8567,13,10,63,2442
8568,12,5,62,2562
8569,17,7,62,2469
8570,14,10,69,2441
8571,16,11,63,2455
8572,17,6,62,2443
8573,12,8,66,2466
8574,15,10,64,2545
8575,15,8,64,2458
8576,15,11,61,2468
8577,17,6,62,2507
8578,16,6,67,2541
8579,15,10,65,2530
8580,15,8,66,2446
8581,16,9,61,2578
8582,14,9,64,2562
8583,13,11,66,2588
8584,15,7,67,2414
8585,14,6,62,2499
8586,15,10,67,2509
8587,12,5,69,2501
8588,17,9,64,2570
8589,12,9,65,2470
8590,16,5,68,2567
8591,13,10,68,2546
8592,14,10,64,2597
8593,14,7,66,2410
8594,12,11,63,2536
8595,14,8,60,2463
8596,14,9,69,2474
8597,13,8,63,2557
8598,12,7,62,2501
8599,13,8,69,2501
8600,15,11,61,2559
8601,14,6,69,2581
8602,14,10,68,2595
8603,17,11,67,2452
8604,15,11,68,2545
8605,15,11,64,2462
8606,12,7,67,2463
8607,13,8,67,2562
8608,17,10,64,2572
8609,17,8,67,2404
8610,12,5,68,2410
8611,15,9,63,2559
8612,17,8,64,2550
8613,13,7,66,2584
8614,15,7,60,2550
8615,14,9,67,2578
8616,12,11,66,2447
8617,14,5,60,2509
8618,15,9,68,2461
8619,17,10,63,2599
8620,13,7,63,2491
8621,14,8,66,2590
8622,12,7,61,2487
8623,15,9,67,2494
8624,17,10,66,2597
8625,17,7,62,2598
8626,14,7,64,2560
8627,16,8,60,2431
8628,12,11,64,2558
8629,17,9,62,2471
8630,12,5,69,2504
8631,16,10,63,2448
8632,15,10,69,2527
8633,12,11,60,2457
8634,15,9,69,2446
8635,14,8,62,2408
8636,15,6,66,2538
8637,17,5,68,2468
8638,14,7,68,2427
8639,15,7,60,2541
8640,12,7,62,2520
8641,17,8,64,2423
8642,12,5,62,2590
8643,15,8,67,2472
8644,17,5,62,2515
8645,13,9,69,2541
8646,12,7,65,2461
8647,12,11,60,2498
8648,13,8,67,2563
8649,16,6,60,2413
8650,12,6,64,2587
8651,12,11,65,2487
8652,12,11,62,2516
8653,15,9,64,2538
8654,13,10,65,2495
8655,15,11,60,2579
8656,16,10,66,2454
8657,15,5,62,2445
8658,16,5,60,2430
8659,16,5,60,2571
8660,15,5,61,2521
8661,16,11,66,2407
8662,16,5,68,2483
8663,17,11,60,2517
8664,15,6,65,2450
8665,12,8,68,2553
8666,16,9,65,2591
8667,15,11,62,2517
8668,16,11,62,2440
8669,12,6,65,2529
8670,14,7,62,2562
8671,13,10,67,2507
8672,16,11,68,2507
8673,13,9,69,2486
8674,12,9,62,2431
8675,12,8,68,2429
8676,12,8,62,2503
8677,12,11,61,2456
8678,12,5,60,2498
8679,13,9,60,2425
8680,16,7,64,2416
8681,14,11,69,2510
8682,17,5,69,2414
8683,13,5,64,2449
8684,16,5,69,2473
8685,12,10,65,2448
8686,13,7,65,2578
8687,16,7,66,2439
8688,15,5,69,2509
8689,12,5,62,2512
8690,12,8,60,2477
8691,17,7,67,2584
8692,14,8,62,2497
8693,17,5,63,2525
8694,15,10,67,2590
8695,16,5,66,2587
8696,13,8,67,2482
8697,17,8,68,2475
8698,12,7,61,2473
8699,13,11,65,2527
8700,14,9,67,2544
8701,16,11,62,2536
